video_id,title,description,channel,query_used,label
SRZLew1fFHY,The Red Fish And The Shark Gang | Bedtime Stories for Kids in English | Fairy Tales,"One day, the shark gang hatches a plan to catch three little red fish. One of the sharks introduces itself as a red fish. Three little red ...",Fairy Tales and Stories for Kids,animated stories for kids,Neutral
jXHOHOYkbYc,Andy: A Dog&#39;s Tale | Full Film | Canine Companions #animation #puppy #servicedog,"Animated short ""Andy: a Dog's Tale"" is story of how one puppy overcomes a series of obstacles to find his purpose in life as a ...",Canine Companions®,animated stories for kids,Neutral
-9NXxlFnZcU,3 Little Pigs | Bedtime Stories for Kids in English | Storytime,3 Little Pigs - The Ugly Duckling - The Wolf and the Seven Little Goats | Bedtime Stories for Kids in English | Storytime | Story Time ...,Fairy Tales and Stories for Kids,animated stories for kids,Neutral
BVupSeAWIaw,Animated Bedtime Story for Children with sleepy Animals ❄️  Nighty Night Circus Winter,"Nighty Night (Winter Edition) - is a very popular animated Bedtime Story for Children with sleepy animals - by ""Fox & Sheep""⭐️ ...",TOP BEST APPS FOR KIDS,animated stories for kids,Neutral
b2sjCyAsFbM,Peter Rabbit - Camping by the Lake | Cartoons for Kids,"Subscribe For More Adventures: http://goo.gl/n6oFhZ Peter Rabbit is full of adventure and excitement, tapping into children's ...",Peter Rabbit,animated stories for kids,Neutral
DvYhFhbh3xU,The Little Red Hen | Bedtime Stories for Kids in English | Storytime,The Little Red Hen | Bedtime Stories for Kids in English | Storytime ❤️❤️❤️ Please Subscribe: https://goo.gl/qND9BT ...,Fairy Tales and Stories for Kids,animated stories for kids,Neutral
9G18UA311QA,Family Stories for Kids | Animated Read Aloud Kids Books | Vooks Narrated Storybooks,Best Vooks videos PLAYLIST: https://www.youtube.com/playlist?list=PLlfBQqiQC2dnaIdp5Ko1PhSn169eVcy-E Sign up for the full ...,Vooks - Stories and Read Alouds for Kids,animated stories for kids,Neutral
23_mESawEEc,The Lion and the Mouse | Bedtime Stories for Kids in English | Storytime,The Lion and the Mouse | Bedtime Stories for Kids in English | Storytime ❤️❤️❤️ Please Subscribe: https://goo.gl/qND9BT ...,Fairy Tales and Stories for Kids,animated stories for kids,Neutral
zTwYLyx-frE,The Ant and the Pigeon 🐜🕊️ | English Moral Stories | Bedtime Stories,"storyforkids #moralstories #englishstories Welcome to Mr Book and Me Stories, where English magical stories come to life!",Mr Book and Me Stories,animated stories for kids,Neutral
75NQK-Sm1YY,The Very Hungry Caterpillar - Official Animated Film | Made For Kids | Eric Carle Book,"In the internationally acclaimed The Very Hungry Caterpillar, a tiny caterpillar eats and eats…and eats his way through the week.",Illuminated Films,animated stories for kids,Neutral
3QzT1sq6kCY,The Three Billy Goats Gruff | Fairy Tales | Gigglebox,The Three Billy Goats Gruff can't wait to cross the bridge and eat the sweet green grass that's on the other side. But can they get ...,Gigglebox,animated stories for kids,Neutral
AFcMDiDZbws,"⚾ No, David! | Animated (Kids Books Read Aloud)","David is always getting into mischief. He is learning self-control. Enjoy this animated kid's book read aloud of, ""No, David!",Toadstools and Fairy Dust,animated stories for kids,Neutral
Wlf1T5nrO50,The Bread - Animated Short Film by GULU,Please SUBSCRIBE us for more videos : https://www.youtube.com/c/GULUAnimation ...,GULU Animation,animated stories for kids,Neutral
UHUZJoqLW-I,Wild Cat and The Princess Mouse | Bedtime Stories for Kids in English | Fairy Tales,"Also known as Who Will Bell The Cat, in Wild Cat and The Princess Mouse tale, Princess Mouse and her family lived in the house ...",Fairy Tales and Stories for Kids,animated stories for kids,Neutral
GygBY01Qbnk,Big Bad Wolf and Three Rabbits | Bedtime Stories for Kids in English | Fairy Tales,"Three cute rabbits, who decide to race each other for the big carrot they find in the forest, are not yet aware of the traps that the big ...",Fairy Tales and Stories for Kids,animated stories for kids,Neutral
_f1QbJm1irY,The Smartest Giant in Town - Animated Read Aloud Book,"by Julia Donaldson (Author), Axel Scheffler (Illustrator) Publisher ‏ : ‎ Puffin Books From the creators of Room on the Broom, this is ...",Reading is,animated stories for kids,Neutral
Dqjf2SPGIg0,Silly Crocodile Tries to Be a Monkey and Gets Hurt | Kids Animation,Silly Crocodile visits the doctor after he tries to swing in the trees like a monkey but his doctor is another Silly Crocodile! What will ...,Just For Kids,animated stories for kids,Neutral
rHzHphVfnAo,Snake and The Ants  - Storytime Adventures - ChuChuTV Storytime Adventures Collection,Help us hit 100M! Subscribe now - https://www.youtube.com/ChuChuTV?sub_confirmation=1 Get the cute Baby Taku's Toy Bestie ...,ChuChuTV Storytime for Kids,animated stories for kids,Neutral
lbae7oDcLKc,Mother Holle&#39;s Surprise | English Fairy Tales for Teenagers,Welcome to A Story! Mother Holle's Surprise | English Fairy Tales for Teenagers Don't miss out on this magical adventure that will ...,A Story,animated stories for kids,Neutral
qOJ_A5tgBKM,Goldilocks And The Three Bears |  Fairy Tales | Gigglebox,"When Goldilocks sneaks into the three bears' cottage, it seems there's no one home. So she helps herself to their porridge; she ...",Gigglebox,animated stories for kids,Neutral
zegmqqv6GPs,KIDS STORIES - ANIMATED STORIES FOR KIDS || TIA AND TOFU STORYTELLING,"Here, we are presenting ""KIDS STORIES - ANIMATED STORIES FOR KIDS || TIA AND TOFU STORYTELLING"" by KIDS HUT.",T-Series Kids Hut,animated stories for kids,Neutral
jwyrYzys8YE,The Gingerbread Man story for kids | Fairy tales and cartoons for children - HeyKids,"The most popular bedtime stories for kids in English, with 3D animation : The Gingerbread Man cartoon, based on folktale, also ...",HeyKids - Nursery Rhymes,animated stories for kids,Neutral
pZijedFRUvc,If you give a mouse a cookie | ANIMATED STORY BOOK!,"mouse_cookie #if_you_give_a_mouse_a_cookie #Animated_stroies If a hungry little mouse shows up on your doorstep, you ...",5 Minutes With Uncle Ben,animated stories for kids,Neutral
3txUKlXKoOQ,Sharing is caring kids story ❤️,,Sierra & Rhia FAM,animated stories for kids,Neutral
TP3GHOb5k5Y,Read Aloud Animated Kids Book Compilation | Vooks Narrated Storybooks,Best Vooks videos PLAYLIST: https://www.youtube.com/playlist?list=PLlfBQqiQC2dnaIdp5Ko1PhSn169eVcy-E Sign up for the full ...,Vooks - Stories and Read Alouds for Kids,animated stories for kids,Neutral
2kms_jCTqtU,"We don&#39;t eat our classmates, animated#readaloud #bedtimestories #storytime #kindergarten #toddlers","Get the ""-at"" word family workbook here ...",Fat Cat Books English with Mike ,animated stories for kids,Neutral
jFNynRGyrdQ,The New Little Forest Ranger - ChuChuTV Storytime Adventures Collection,Help us hit 100M! Subscribe now - https://www.youtube.com/ChuChuTV?sub_confirmation=1 Get the cute Baby Taku's Toy Bestie ...,ChuChuTV Storytime for Kids,animated stories for kids,Neutral
MkU2dlkZIZU,The Manic Panic! | Funny Animated Read Aloud Kids Book | Vooks,Best Vooks videos PLAYLIST: https://www.youtube.com/playlist?list=PLlfBQqiQC2dnaIdp5Ko1PhSn169eVcy-E Sign up for the full ...,Vooks - Stories and Read Alouds for Kids,animated stories for kids,Neutral
SdzB3rxiyVE,Pete The Cat  Screams for Ice Cream ( Animated Read Aloud),The Just Chillin' ice cream truck is coming today and Pete the Cat can't wait. He runs as fast as he can to find the truck. It's getting ...,PINK THUMB  Learning Channel,animated stories for kids,Neutral
-GSnmRZlgc4,Pete the Cat I Love My White Shoes | Animated Book | Read aloud,Book link === https://amzn.to/3AzqK2H Enjoy the most groovy book and animation for kids. Don't miss the first and bestselling ...,LolliPop Animated Book,animated stories for kids,Neutral
TJSpDptLozM,"1 Hour of Dr. Seuss Animated Read Alouds! | The Cat in the Hat, Lorax &amp; More (Best Collection)","Enjoy 1 full hour of the best Dr. Seuss animated stories! ✨ From the mischief of The Cat in the Hat to the wisdom of The Lorax, ...",Read With Me: IzziOMG,animated stories for kids,Neutral
U-L9ge1Isdk,Learn Good Manners 🤝💕 | Sharing Is Good Habits | Baby Cartoon  #toddlersongs #shorts #kidssongs,Learn Good Manners | Sharing Is Good Habits | Baby Cartoon #toddlersongs #shorts #kidssongs| sharing is good Top ...,Jugnu Kids PlayTime - Nursery Rhymes & kids songs,animated stories for kids,Neutral
qtMn_Mlh120,Where Is My Baby?! | Animated Read Aloud Kids Book | Vooks Narrated Storybooks,Best Vooks videos PLAYLIST: https://www.youtube.com/playlist?list=PLlfBQqiQC2dnaIdp5Ko1PhSn169eVcy-E Sign up for the full ...,Vooks - Stories and Read Alouds for Kids,animated stories for kids,Neutral
YoMYcBz9z-g,Who Said Moo? | Animated Read Aloud Kids Book | Vooks Narrated Storybooks,Best Vooks videos PLAYLIST: https://www.youtube.com/playlist?list=PLlfBQqiQC2dnaIdp5Ko1PhSn169eVcy-E Sign up for the full ...,Vooks - Stories and Read Alouds for Kids,animated stories for kids,Neutral
yWcaltVDupw,Animated Kids Book: I Love You More Than A Purple Moose! | Vooks Narrated Storybooks,"There are many amazing things to love, both real and make-believe. There are purple moose and spotted geese. There are cotton ...",Vooks - Stories and Read Alouds for Kids,animated stories for kids,Neutral
scXOlYfc7oo,Tad the Frog! | Read Aloud Kids Book | Vooks Narrated Storybooks,Best Vooks videos PLAYLIST: https://www.youtube.com/playlist?list=PLlfBQqiQC2dnaIdp5Ko1PhSn169eVcy-E Sign up for the full ...,Vooks - Stories and Read Alouds for Kids,animated stories for kids,Neutral
8CS8AcqaaU0,Hansel and Gretel | Fairy Tales and Bedtime Stories for Kids in English | Storytime | Story Time,Hansel and Gretel | Fairy Tales and Bedtime Stories for Kids in English | Storytime | Story Time ❤️❤️❤️ Please Subscribe: ...,Fairy Tales and Stories for Kids,animated stories for kids,Neutral
-qxtmahpBwM,Jack and The Bean Stalk | Fairy Tales | Gigglebox,"Jack and his mother are so poor that they don't have anything to eat. Their hope is fading, until Jack meets a strange old man with ...",Gigglebox,animated stories for kids,Neutral
B2HSYOq_m5Y,🐛 The Very Hungry Caterpillar | Eric Carle | Gentle Fan Animated Story for Toddlers | StoryGaze Kids,"Love The Very Hungry Caterpillar? So do our kids — that's why we made this fan animated read-along version! As parents, we ...",StoryGaze Play & Learn,animated stories for kids,Neutral
b9YllX5eeKY,The Boy Who Cried Wolf | Bedtime Stories | Kids Hut Animated Stories,The Boy Who Cried Wolf: A Cautionary Tale About Honesty (With a Fun Twist!) Feeling left out and a little bored? Our shepherd ...,Kids Hut Stories,animated stories for kids,Neutral
afLeOefHKG4,Moral Stories For Kids |  Learning Stories For Kids | Tia &amp; Tofu Story Telling | Kids Hut,Kids Stories: 1. The Adventure Of Tom Sawyer 2. Alladin And The Magical Lamp 3. Alibaba And The Forty Thieves 4. The Other ...,T-Series Kids Hut,animated stories for kids,Neutral
i4CPSH6eQWE,The Very Hungry Caterpillar | Bedtime stories for kids | Fairy tales for toddlers with Moral lessons,Follow the journey of a tiny caterpillar who eats his way through yummy fruits and treats until he transforms into a beautiful butterfly ...,Twinkle Tales Time,kids bedtime stories,Neutral
Zu5EOcd-L4U,🐭 Milo the Sleepy Mouse 🐭 Calming Bedtime Story for Kids with Relaxing Music,"If you liked Milo the Sleepy Mouse, check out this story too: https://youtu.be/XIVJFxq9cOs Is your little one struggling to fall asleep?",Snuggle,kids bedtime stories,Neutral
hkz51Td9k5A,Read Aloud Kids Book: It&#39;s A Firefly Night! | Vooks Narrated Storybooks,Best Vooks videos PLAYLIST: https://www.youtube.com/playlist?list=PLlfBQqiQC2dnaIdp5Ko1PhSn169eVcy-E Sign up for the full ...,Vooks - Stories and Read Alouds for Kids,kids bedtime stories,Neutral
dBZgA50scbM,Blippi reads a Bedtime Story ! | Blippi Wonders Educational Videos for Kids,"After finishing their bedtime routine, Blippi's Bedtime Book helps Blippi and Bendjamin fall asleep by reading Blippi his favorite ...",Blippi Wonders - Educational Cartoons for Kids,kids bedtime stories,Neutral
Ta8lfC1618Q,The Best Bedtime Story EVER 😴 Calming Stories to Help Kids Sleep Better,Struggling with Sleep? Join us tonight for simply the best bedtime story ever! This calming bedtime story read by the wonderful ...,Koala Moon - Kids Bedtime Stories,kids bedtime stories,Neutral
1vOqQl0vJ4k,The Three Billy Goats Gruff | Classic Bedtime Stories | Fairy Tales,"Once upon a time, there were three billy goats who wanted to cross a bridge to eat the delicious grass on the other side of the river ...",Zgapariko English,kids bedtime stories,Neutral
WqdEsz3lwxg,The Most Calming Sleepy Tales 😴 Relaxing Bedtime Stories for Hyper or ADHD Kids,Time for sleep? Tonight's calming bedtime story is specially crafted to help energetic and easily distracted little ones settle down ...,Koala Moon - Kids Bedtime Stories,kids bedtime stories,Neutral
L77IDc1kJBc,Goodnight Ocean  🌊 THE ULTIMATE Calming Bedtime Stories for Babies and Toddlers with Relaxing Music,Download the App:* https://bedtimestoryco.app.link *Books on Amazon:* https://amzn.to/4mz0SsX Set sail into the peaceful ...,Bedtime Story Co,kids bedtime stories,Neutral
1jylyniqlnk,Stories About Kindness for Kids! | Read Aloud Kids Books | Vooks Narrated Storybooks,Best Vooks videos PLAYLIST: https://www.youtube.com/playlist?list=PLlfBQqiQC2dnaIdp5Ko1PhSn169eVcy-E Sign up for the full ...,Vooks - Stories and Read Alouds for Kids,kids bedtime stories,Neutral
l5FKpT7QxM0,Red Shoes and The Duck | Bedtime Stories for Kids in English | Fairy Tales,A baby duck living with the stork family finds a magic red shoe. The peculiarity of these shoes is that they give the wearer the ...,Fairy Tales and Stories for Kids,kids bedtime stories,Neutral
06OynyNUNB4,The Arrogant Rose + The Ugly Duckling | Bedtime Stories for Kids in English | Fairy Tales,"Once upon a time, in a forest, a beautiful red rose blossomed. Everyone was admiring her beauty. So, the arrogant rose was very ...",Fairy Tales and Stories for Kids,kids bedtime stories,Neutral
jFl6Fx4-cig,Bedtime Stories for Kids! | Read Aloud Animated Kids Book | Vooks Narrated Storybooks,Best Vooks videos PLAYLIST: https://www.youtube.com/playlist?list=PLlfBQqiQC2dnaIdp5Ko1PhSn169eVcy-E Sign up for the full ...,Vooks - Stories and Read Alouds for Kids,kids bedtime stories,Neutral
FShWnHcyL0s,The Cutest Tiny Animals 🦒☺️ Calming Bedtime Stories for Kids 🐨 Children&#39;s Sleep Story Collection,Tonight's calming bedtime stories for kids invite little listeners into a world where tiny animals take centre stage in the cutest ...,Koala Moon - Kids Bedtime Stories,kids bedtime stories,Neutral
BGU87FzpVWg,Red Shoes + 12 Dancing Princesses | Fairy Tales and Bedtime Stories in English,"In this quite dramatic fairy tale, you can find out the mystery of the red shoes that Karen loves but her mother doesn't want her to ...",Fairy Tales and Stories for Kids,kids bedtime stories,Neutral
W8LlYqsc2-Y,The Sleepy Treehouse 🌳💤 Cozy Bedtime Story for Kids 🌙,"Time for a bedtime story? Then fall asleep with us to the treetop home of four adventurous siblings—Amara, Dougal, Chandler, ...",Koala Moon - Kids Bedtime Stories,kids bedtime stories,Neutral
VS6YM5E57tk,The Sleepy Dreamcoaster 🎢 😴 Cozy Bedtime Story for Kids 🌙,Time for a bedtime story? ✨ Climb aboard with Koko as bedtime turns into the most magical journey of all. Just when sleep feels ...,Koala Moon - Kids Bedtime Stories,kids bedtime stories,Neutral
VjIE-Sl-qKY,Goldilocks and the Three Bears | Fairy Tales and Bedtime Stories for Kids in English | Storytime,Goldilocks and the Three Bears | Fairy Tales and Bedtime Stories for Kids in English | Storytime ❤️❤️❤️ Please Subscribe: ...,Fairy Tales and Stories for Kids,kids bedtime stories,Neutral
5jDDtQtiPAs,Bedtime Stories for Kids Who Can&#39;t Sleep 😴 🌙,"Tonight's bedtime stories are for kids who can't sleep - the ones with busy thoughts, wiggly toes, and imaginations that just won't ...",Koala Moon - Kids Bedtime Stories,kids bedtime stories,Neutral
KJ2j2yJ-6JE,Soothing Kids Bedtime Stories 😴 4 in 1 Sleep Meditations 💤 🌙,Time for a bedtime story? This special 4-in-1 collection of soothing kids bedtime stories and sleep meditations invites little ones ...,Koala Moon - Kids Bedtime Stories,kids bedtime stories,Neutral
ADi7F695d90,Magic Pot | Bedtime Stories for Kids in English | Fairy Tales,"One day, the farmer Gopi finds a magic pot while digging his field. Gopi becomes wealthy thanks to the magic pot that gives a ...",Fairy Tales and Stories for Kids,kids bedtime stories,Neutral
OyUoskE7Ogk,Bedtime Routine - Bedtime Stories for Toddlers - Preschool Videos - Toddler Learning Video Songs,"In this Preschool for Littles Bedtime Routine Special, we show a full bedtime routine, read some very special bedtime stories and ...",Ms Rachel - Toddler Learning Videos,kids bedtime stories,Neutral
tdNnqOxQz1s,The Secret Superhero 🦸 Calming Bedtime Story for Kids 💤 🌙,"Time for a bedtime story? Meet Saul — just your average eight-year-old… or so it seems! Between football practice, drama club, ...",Koala Moon - Kids Bedtime Stories,kids bedtime stories,Neutral
7hrczJyqJFA,The Adventures of Pinocchio 🤥🎪 | Bedtime Stories for Kids in English | Fairy Tales,"Pinocchio | Bedtime Stories for Kids in English | Fairy Tales How can a puppet become a real child? Amid lies, wrong choices ...",Fairy Tales and Stories for Kids,kids bedtime stories,Neutral
M2w0NdPBg3c,"7 Bedtime Stories for Kids 📚 Ms. Booksy&#39;s Read Aloud | Snow White, Wonderland, Rapunzel + More!","Ms. Booksy reads 7 Bedtime Stories for Kids #readaloud #readaloudtokids Snow White, Rapunzel, Wizard of Oz, Alice in ...",Cool School,kids bedtime stories,Neutral
fgzcZWDHbMc,"Cozy Autumn Bedtime Stories 🍁 Gentle, Sleepy &amp; Safe for Kids 😴","Tonight's cozy autumn bedtime stories wrap little listeners in the gentle magic of fall with gentle, sleepy and safe tales for kids and ...",Koala Moon - Kids Bedtime Stories,kids bedtime stories,Neutral
SQH2Oy5xV00,Bedtime Stories for iPad Kids 😴 🌙 The Best Sleepy Tales 💤,Tonight's bedtime stories are handpicked to guide kids and toddlers off to sleep and into dreamland. Each bedtime story is crafted ...,Koala Moon - Kids Bedtime Stories,kids bedtime stories,Neutral
1YyHFd0I8js,COZY Kids Bedtime Stories from The Sleepy Forest 😴 🌲 🐨,"Ready for sleep? The Sleepy Forest Bedtime Stories welcome little ones into a world of gentle wonder, soft adventure, and calm.",Koala Moon - Kids Bedtime Stories,kids bedtime stories,Neutral
vaJRnbPG8Lw,Drift into Dreamland 🥱 Peaceful Bedtime Stories for Kids 💤 🌙,"Tonight's dreamy bedtime stories invite little listeners to float gently into sleep, carried by soft voices, kind adventures, and the ...",Koala Moon - Kids Bedtime Stories,kids bedtime stories,Neutral
2REgyGbR00w,Bad Wolf and the Intelligent Buffalo | Bedtime Stories for Kids in English | Fairy Tales,"One day, while the intelligent buffalo and the shepherd were under a tree, a hungry cunning wolf saw the intelligent buffalo.",Fairy Tales and Stories for Kids,kids bedtime stories,Neutral
CqGpMEe3TxA,"20 FAITH-FILLED Bible Stories for Kids | Creation, David, Jesus &amp; More!",Get a FREE Minno Laugh and Grow Bible for Kids when you try the Minno Kids app: http://www.minno.io/youtube ▶️ Stream ...,Minno - Bible Stories for Kids,kids bedtime stories,Neutral
yiHZ2482SBI,"Top 10 Bedtime Stories | Peaceful Sleep with Magical Adventures | Relax, Listen &amp; Sleep","Discover the top 10 bedtime stories perfect for kids – full of magic, morals, and sweet dreams. These calming tales are ideal for ...",T-Series Kids Hut,kids bedtime stories,Neutral
K58D2MTyIEw,Non-Stop Bible Stories for Kids! | Minno Laugh and Grow Bible for Kids,Get a FREE Minno Laugh and Grow Bible for Kids downloadable: http://www.minno.io/youtube ▶️ Stream these videos and ...,Minno - Bible Stories for Kids,kids bedtime stories,Neutral
6Bc-HBcV7SE,Nighty Night Farm Animals 🐑 the perfect bedtime story app for kids and toddlers with lullaby music,iOS: https://itunes.apple.com/us/app/nighty-night/id434756152?mt=8&at=1010lJEY&ct=yt Android: ...,Fox & Sheep,kids bedtime stories,Neutral
d1m1WGnGH-w,Finding The Perfect Pet 🐊 🦍 🦒 Sleepy Bedtime Story for Kids 😴,"Time for a bedtime story? ✨ Pull on your wellies and grab an umbrella, because Elliot Elmwood is off on the most exciting ...",Koala Moon - Kids Bedtime Stories,kids bedtime stories,Neutral
B5DgWbkXUJI,The Nutcracker Christmas 🎄❄️ Children’s Bedtime Story Classic | Festive Sleep Stories for Kids,The Nutcracker Christmas has been adapted by Koala Moon making it the perfect bedtime story to help children sleep this ...,Koala Moon - Kids Bedtime Stories,kids bedtime stories,Neutral
zgtajgLxLlg,Bedtime Stories for Chatty Kids 😴 Calming Sleepy Tales 💤,"Tonight's bedtime stories are lovingly chosen to help chatty kids who've spent the whole day talking, laughing, and sharing finally ...",Koala Moon - Kids Bedtime Stories,kids bedtime stories,Neutral
SCZNB8GaIhA,Thirsty Frog Tiddalik | Bedtime Stories for Kids in English | Fairy Tales,Thirsty Frog Tiddalik drank all the water found in the forest while racing with his Frog friends. So much so that the frog did not ...,Fairy Tales and Stories for Kids,kids bedtime stories,Neutral
4weBFqjmXmA,1+ Hour Bedtime Stories for Kids 🌙 | Cozy Read Aloud Compilation with Learning Reflections,Bedtime stories for kids — over an hour of read-alouds to help little ones wind down. This cozy animated collection includes ...,Hoots & Tales,kids bedtime stories,Neutral
F3DOvMarK40,Santa and the Little Rabbit 🎅🐇 | English Moral Stories | Bedtime Stories,storyforkids #moralstories #englishstories Santa and the Little Rabbit | English Moral Stories | Bedtime Stories | Story for Kids ...,Mr Book and Me Stories,kids bedtime stories,Neutral
J7TY3D4mqL8,Dragons Love Tacos – 🐉 Read aloud kids book in full screen with music and effects!,Do dragons love tacos? They sure do! But what they don't love is spicy salsa! Find out what happens in this silly book about ...,Buddy Son Storytime,kids bedtime stories,Neutral
fmZ54EaTlEk,🐤The Very Sleepy Duckling🐤The CUTEST Story for Sleep 💤💤💤,"If you liked The Very Sleepy Duckling, check out this story too: https://youtu.be/XIVJFxq9cOs Is your little one struggling to fall ...",Snuggle,kids bedtime stories,Neutral
QxuoeKmB2BU,Fairy Tales Compilation | Three Billy Goats Gruff | Rapunzel | Gingerbreadman | and Lots More,"Enjoy this collection of classic fairy tales that include Three Billy Goats Gruff, Goldilocks & The Three Bears, Rupunzel, Cinderella, ...",Gigglebox,children fairy tales,Neutral
Xd97k149tvo,Rapunzel | Fairy Tales | Gigglebox,"Rupunzel Rupunzel let down your hair !! This classic story of beautiful Rapunzel, imprisoned in a tower deep in a forest, is one of ...",Gigglebox,children fairy tales,Neutral
LDMWJCrDVMI,Little Red Riding Hood | Fairy Tales | Gigglebox,"When Little Red Riding Hood arrives at Grandmas cottage, there's someone BIG, HAIRY and very, very SCARY waiting in ...",Gigglebox,children fairy tales,Neutral
U08ojTuYf2U,Little Red Riding Hood | Short Stories For Children | Storytime For Babies | Fairy Tales For Kids,Listening to stories is always a fun tour with Kids TV's Fairytale and children's stories as it takes you to the world of best ...,Kids TV - Fairytales & Children's Stories ,children fairy tales,Neutral
QvNtsUE2Klw,7 Princess Stories -  Bedtime Stories | Fairy Tales,7 Stories with princesses collection has Cinderella - Little Mermaid - Rapunzel - Snow White - Beauty and the Beast bedtime ...,Fairy Tales and Stories for Kids,children fairy tales,Neutral
W1hqarMIik8,The Tortoise and the Hare | English Fairy Tales And Stories,Welcome to English Fairy Tales and Stories! Don't miss out on this magical adventure that will spark your imagination!,English Fairy Tales and Stories,children fairy tales,Neutral
cJOA9Zt9Tfw,Thumbelina - Classic Fairy Tale | Bedtime Story | Day 6 of 30 |  English Stories for Kids,"Get ready for a tiny adventure on Day 6 of our Fairy Tale Series! Today we tell the beautiful story of ""Thumbelina."" Once upon a ...", Magical Stories & Fairy Tales ,children fairy tales,Neutral
OSWLxj4kTKA,The Ugly Duckling | Full Story |  Fairytale | Bedtime Stories For Kids | 4K UHD,"Watch amazing Animated Fairy Tales playlist including Sleeping Beauty, The Gingerbread Man, Pinnochio, The Mermaid ...",Geethanjali Kids - Rhymes and Stories,children fairy tales,Neutral
yIli3qcn0Lo,Magic Box | Bedtime Stories for Kids in English | Fairy Tales,"A girl named Badu sees an old woman in the forest, where she is wandering around to pick fruit for her sick father. The old woman ...",Fairy Tales and Stories for Kids,children fairy tales,Neutral
pckuS--UlV4,The Gingerbread Man | Full Story | Animated Fairy Tales For Children | 4K UHD,"Watch amazing Animated Fairy Tales playlist including Little Red Riding Hood, Three Little Pigs, , Sleeping Beauty, Snow White ...",Geethanjali Kids - Rhymes and Stories,children fairy tales,Neutral
DHI_DhxcYqM,All Stories - Fairy tale Compilation | 178 minutes English Stories (Reading Books),https://www.youtube.com/user/englishsingsing9 All Stories - Fairy tale Compilation | 178 minutes English Stories (Reading Books) ...,English Singsing,children fairy tales,Neutral
F198bDkOJz8,The Lazy Girl Story | Bedtime Stories for Kids in English | Fairy Tales,"There is a father and two daughters, one of them diligent and the other one lazy, lived together in a land far away. One day, the ...",Fairy Tales and Stories for Kids,children fairy tales,Neutral
X4o5_8cEAHs,The Ugly Duckling | Fairy Tales | Gigglebox,www.gigglebox.tv Watch the amazing fairy tale of 'The Ugly Duckling'. ❤️ Subscribe to our channel and receive updates of our ...,Gigglebox,children fairy tales,Neutral
gfbSIdwL0FE,The Tortoise and the Hare Fairy Tales and Bedtime Stories for Kids,"The Tortoise and the Hare bedtime stories for kids cartoon animation Please Subscribe: https://goo.gl/qND9BT ""The Tortoise and ...",Fairy Tales and Stories for Kids,children fairy tales,Neutral
73X7UUR6w-I,The Silent Princess &amp; The Talkative Princess | Stories for Teenagers | @EnglishFairyTales,The Silent Princess And The Talkative Princess in English | Silent VS Talkative | Fairy Tales in English | Stories for Teenagers ...,English Fairy Tales,children fairy tales,Neutral
QV0W_EUTUH4,Princess Good Evil | Stories for Teenagers | @EnglishFairyTales,Princess Good Evil in English | Fairy Tales in English | Stories for Teenagers | @EnglishFairyTales Parental Guidance: Some ...,English Fairy Tales,children fairy tales,Neutral
W-WLnxbvMyw,The Three Little Pigs | Epic Fairytale Adventure | Full Story - Clap Clap Kids,"Get ready for an epic adventure with The Three Little Pigs! This classic fairytale is not just a story—it's a journey of courage, ...",Clap clap kids - Nursery rhymes and stories,children fairy tales,Neutral
T84dax2MDPg,Goldilocks and the Three Bears Story | English Fairy Tales And Stories | storytime,Welcome to English Fairy Tales and Stories! Don't miss out on this magical adventure that will spark your imagination!,English Fairy Tales and Stories,children fairy tales,Neutral
sV97dTRO5NE,Sleeping Beauty Princess Story | Musical Rhymes | Kids Fairytale | Wands &amp; Wings,Sleeping Beauty Princess Story | Musical Rhymes | Kids Fairytale | Wands & Wings Lyrics- In a castle in the woods lived a Queen ...,Princess Tales,children fairy tales,Neutral
Z0XKCdan5gM,Heidi’s Magical Adventure ✨🩷 | 3D 4K | Bedtime Stories for Kids in English | Fairy Tales,Heidi's Magical Adventure ✨   Bedtime Stories for Kids in English | Fairy Tales Little Heidi starts a new life in the Swiss Alps with ...,Fairy Tales and Stories for Kids,children fairy tales,Neutral
ymVWNdGxdHQ,The Stubborn Baby Elephant Bedtime Stories for Kids,"Stubborn Baby Elephant (NEW) Cartoon in English. Bedtime Stories for Kids Youtube channel presents best children's classics, ...",Fairy Tales and Stories for Kids,children fairy tales,Neutral
pFy3Wnmchd8,Hansel and Gretel | Fairy Tales | Gigglebox,Hansel and Gretel are tricked by their evil stepmother into getting lost deep in the forest. Luckily they stumble upon a house made ...,Gigglebox,children fairy tales,Neutral
YoQyyB5xvLk,The Gingerbread Man | Fairy Tales | Gigglebox,Watch the amazing fairy tale of 'The Gingerbread Man'. ❤️ Subscribe to our channel and receive updates of our totally new and ...,Gigglebox,children fairy tales,Neutral
80tjJmXc0sI,Fixed Fairy Tales Compilation | Three Little Pigs | Humpty Dumpty | and Lots More,"Volume One of Fixed Fairy Tales episodes. Humpty Dumpty, Princess and the Pea, Little Red Riding Hood, Peter Piper, ...",HISHE Kids,children fairy tales,Neutral
ELbcakxFvfc,Hansel and Gretel story for children | Bedtime Stories and Fairy Tales for Kids,Fairy Tales and Bedtime Stories for Kids youtube channel presents HANSEL AND GRETEL story for children and a collection of ...,Fairy Tales and Stories for Kids,children fairy tales,Neutral
